來源地點,入園日期,品種,備註,性別,收容原因,晶片號碼,毛色,體型,相片網址
基隆市,2015-05-06,紅貴賓,,公,棄養,,棕色,小,https://g0v.github.io/animal.coa/%E5%9F%BA%E9%9A%86%E5%B8%82/20150506151734785149151.jpg
七堵區工建路21號,2015-05-06,混種,,公,捕捉,,灰色斑紋,小,https://g0v.github.io/animal.coa/%E5%9F%BA%E9%9A%86%E5%B8%82/201505061523531253081669.jpg
七堵區工建路21號,2015-05-06,混種,,公,捕捉,,白色黃斑,小,https://g0v.github.io/animal.coa/%E5%9F%BA%E9%9A%86%E5%B8%82/20150506152743465761446.jpg
