來源地點,入園日期,品種,備註,性別,收容原因,晶片號碼,毛色,體型,相片網址
七堵區大華三路1號,2015-05-14,混種,,公,捕捉,,白,大,https://g0v.github.io/animal.coa/%E5%9F%BA%E9%9A%86%E5%B8%82/2015-05-14/201505221142491210807954.jpg
仁愛區南榮路南榮公墓,2015-05-14,混種(幼),,公,捕捉,,黑和斑紋,小,https://g0v.github.io/animal.coa/%E5%9F%BA%E9%9A%86%E5%B8%82/2015-05-14/20150514153031633746294.jpg
