來源地點,入園日期,品種,備註,性別,收容原因,晶片號碼,毛色,體型,相片網址
仁愛區成功一路133巷7號,2015-05-28,混種,,公,捕捉,,黑,大,https://g0v.github.io/animal.coa/%E5%9F%BA%E9%9A%86%E5%B8%82/2015052815573393792521.jpg
中正區中正路393巷40號,2015-05-28,混種,,母,捕捉,,黑,小,https://g0v.github.io/animal.coa/%E5%9F%BA%E9%9A%86%E5%B8%82/20150528160343612816195.jpg
中山區西定路334-4號,2015-05-28,混種(受傷救援),,母,其它,,虎斑,小,https://g0v.github.io/animal.coa/%E5%9F%BA%E9%9A%86%E5%B8%82/20150528160436256269112.jpg
