收容編號,進所日期,捕獲鄉鎮市,進所原因,年齡,性別,毛色,品種,體型,絕育,晶片號碼,位置,籠舍,照片連結,網頁連結
S040424-01,104年04月24日,新營區,本所捕獲,3-7歲,公,黑,混種狗,大,,無,臺南市動物之家-善化站,B區-B1,http://asms.wsn.com.tw/TN/Upload/S040424-01/30679ABC63A240E6BA90695531B7890C.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2769&fn=Photo&tn=SheltersReco
W040424-02,104年04月24日,永康區  建國里高速公路便道西北食品附近,本所捕獲,1-3 歲,公,黑黃腳,混種狗,中,,無,臺南市動物之家-灣裡站,A-15,http://asms.wsn.com.tw/TN/Upload/W040424-02/BB3EBE2C59D147C6AE96BF7A1CCC4341.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2698&fn=Photo&tn=SheltersReco
W040424-07,104年04月24日,永康區  南灣里南興街尾端和仁德交界,本所捕獲,1-3 歲,母,黃,混種狗,中,,99000000002○○○○,臺南市動物之家-灣裡站,B-1,http://asms.wsn.com.tw/TN/Upload/W040424-07/625308A1245144B0AB6AE54496B97E7E.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2703&fn=Photo&tn=SheltersReco
W04C042503,104年04月25日,永康區,民眾送交,1-3 歲,公,虎斑,混種貓,小,,無,臺南市動物之家-灣裡站,CB-2-2,http://asms.wsn.com.tw/TN/Upload/W04C042503/4F02F22F631843AAB7A5E1AEF7532D69.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2730&fn=Photo&tn=SheltersReco
S040427-02,104年04月27日,下營區,本所捕獲,3-7歲,公,白,瑪爾濟斯,中,,無,臺南市動物之家-善化站,H區-H17,http://asms.wsn.com.tw/TN/Upload/S040427-02/CEB7D90BB06D4784A996C3045FFDD4CF.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2773&fn=Photo&tn=SheltersReco
S040427-01,104年04月27日,後壁區,本所捕獲,3-7歲,公,黑,混種狗,大,,無,臺南市動物之家-善化站,B區-B15,http://asms.wsn.com.tw/TN/Upload/S040427-01/AD9422FA46104625806868D71C9EBD10.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2772&fn=Photo&tn=SheltersReco
W040427-03,104年04月27日,安南區  砂崙里青砂街1段572巷87弄39號,本所捕獲,3-6月齡,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,D-1,http://asms.wsn.com.tw/TN/Upload/W040427-03/54ED0CED08CB4CBA8016F71AFBC120F2.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2733&fn=Photo&tn=SheltersReco
W04C042711,104年04月27日,新化區,民眾送交,3月齡以下,公,黑,混種貓,小,,無,臺南市動物之家-灣裡站,CB-5-2,http://asms.wsn.com.tw/TN/Upload/W04C042711/61FB6A713CC84D90B940E6533860E856.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2764&fn=Photo&tn=SheltersReco
W040427-02,104年04月27日,安南區  砂崙里青砂街1段572巷87弄39號,本所捕獲,3-6月齡,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,D-1,http://asms.wsn.com.tw/TN/Upload/W040427-02/92795A71D5BF406499D8A4555F7C36E8.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2732&fn=Photo&tn=SheltersReco
S040427-12,104年04月27日,鹽水區,民眾送交,3月齡以下,公,黃,混種狗,小,,無,臺南市動物之家-善化站,P區-P7,http://asms.wsn.com.tw/TN/Upload/S040427-12/F79E0C1E605D48E9902D987D3B41AF57.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2775&fn=Photo&tn=SheltersReco
W040427-04,104年04月27日,安南區  砂崙里青砂街1段572巷87弄39號,本所捕獲,3-6月齡,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,D-1,http://asms.wsn.com.tw/TN/Upload/W040427-04/FAF0FE194D034313903632168EB94A36.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2734&fn=Photo&tn=SheltersReco
W040427-09,104年04月27日,新化區  護國里中山路102-22號,本所捕獲,1-3 歲,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,A-12,http://asms.wsn.com.tw/TN/Upload/W040427-09/283A79DFF2FD4575B8AEBC6F65B1C077.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2738&fn=Photo&tn=SheltersReco
S04C042701,104年04月27日,新市區,民眾送交,1-3 歲,母,花,混種貓,大,,無,臺南市動物之家-善化站,G區 -G2,http://asms.wsn.com.tw/TN/Upload/S04C042701/A3A6052810AB4443B505A140431DE27A.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2777&fn=Photo&tn=SheltersReco
S040427-11,104年04月27日,鹽水區,民眾送交,3月齡以下,公,黃,混種狗,小,,無,臺南市動物之家-善化站,P區-P5,http://asms.wsn.com.tw/TN/Upload/S040427-11/26FCC019053E459BA9B16C637D3AD68F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2774&fn=Photo&tn=SheltersReco
W040427-05,104年04月27日,安南區  安南區四草里大眾六街113號,本所捕獲,3月齡以下,公,黑,混種狗,小,,無,臺南市動物之家-灣裡站,DE-4-1,http://asms.wsn.com.tw/TN/Upload/W040427-05/0A8F0D4A68C244A4840C8ACFFB402F93.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2768&fn=Photo&tn=SheltersReco
S040427-13,104年04月27日,鹽水區,民眾送交,3月齡以下,公,黃,混種狗,小,,無,臺南市動物之家-善化站,P區-P11,http://asms.wsn.com.tw/TN/Upload/S040427-13/424716DF3B884F7DAFFE60F833EA61EF.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2776&fn=Photo&tn=SheltersReco
W04C042701,104年04月27日,新化區  中興路737號,本所捕獲,1-3 歲,母,黃,混種貓,小,,無,臺南市動物之家-灣裡站,CB-1-2,http://asms.wsn.com.tw/TN/Upload/W04C042701/ABC5C12C446140AD930728D4B7225060.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2754&fn=Photo&tn=SheltersReco
S040428-12,104年04月28日,新化區,民眾送交,3-7歲,公,黑,貴賓,中,,無,臺南市動物之家-善化站,H區-H9,http://asms.wsn.com.tw/TN/Upload/S040428-12/18C80E4F9DA74965BA79059F0F97760F.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2827&fn=Photo&tn=SheltersReco
W040428-09,104年04月28日,將軍區  西華里62-1號,本所捕獲,6月齡-1歲,母,黑黃,混種狗,中,,無,臺南市動物之家-灣裡站,D-13,http://asms.wsn.com.tw/TN/Upload/W040428-09/D909CB9A5BF148638A8E1F124DC2E4CD.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2786&fn=Photo&tn=SheltersReco
S040428-19,104年04月28日,學甲區,民眾送交,3月齡以下,公,黑,混種狗,小,,無,臺南市動物之家-善化站,H區-H6,http://asms.wsn.com.tw/TN/Upload/S040428-19/6206BD61776D4DE48BF3A6AB01C7C2F7.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2830&fn=Photo&tn=SheltersReco
W040428-08,104年04月28日,將軍區  西華里62-1號,本所捕獲,1-3 歲,公,黑白,混種狗,中,,無,臺南市動物之家-灣裡站,D-12,http://asms.wsn.com.tw/TN/Upload/W040428-08/7E4C36273D594A94BAE3D6E9BEFAAAC7.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2785&fn=Photo&tn=SheltersReco
S040428-15,104年04月28日,學甲區,民眾送交,3月齡以下,公,虎斑,混種狗,小,,無,臺南市動物之家-善化站,H區-H1,http://asms.wsn.com.tw/TN/Upload/S040428-15/620474E671914F378CCF27D68779998C.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2829&fn=Photo&tn=SheltersReco
W040428-20,104年04月28日,新化區  畜產試驗所,民眾送交,3月齡以下,母,黑黃腳,混種狗,中,,無,臺南市動物之家-灣裡站,D-9,http://asms.wsn.com.tw/TN/Upload/W040428-20/9E30C85167DC4A43BDAE91FE6211B981.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2797&fn=Photo&tn=SheltersReco
w040428-11,104年04月28日,安南區  顯宮里工業2路100號,本所捕獲,3-7歲,母,虎斑,混種狗,中,,無,臺南市動物之家-灣裡站,B-5,http://asms.wsn.com.tw/TN/Upload/w040428-11/C730E89FF0C24F189E9397E888419938.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2788&fn=Photo&tn=SheltersReco
S040428-13,104年04月28日,善化區,民眾送交,3月齡以下,公,黃,混種狗,中,,無,臺南市動物之家-善化站,H區-H3,http://asms.wsn.com.tw/TN/Upload/S040428-13/7987CA17233A424B8C8E76C3E4170B88.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2828&fn=Photo&tn=SheltersReco
W040428-14,104年04月28日,安南區  四草里大眾六街113號,本所捕獲,3月齡以下,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,D-3,http://asms.wsn.com.tw/TN/Upload/W040428-14/11033BC057FA45B98EE4405584399729.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2791&fn=Photo&tn=SheltersReco
S040428-20,104年04月28日,學甲區,民眾送交,3月齡以下,公,黑,混種狗,小,,無,臺南市動物之家-善化站,H區-H6,http://asms.wsn.com.tw/TN/Upload/S040428-20/43465FCF7331431BBF005350FD615F5E.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2831&fn=Photo&tn=SheltersReco
W040428-13,104年04月28日,安南區  四草里大眾六街113號,本所捕獲,3月齡以下,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,D-3,http://asms.wsn.com.tw/TN/Upload/W040428-13/3ED14367317F46A1BD4071538C69E39C.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2790&fn=Photo&tn=SheltersReco
S040428-02,104年04月28日,鹽水區,本所捕獲,3-7歲,母,黑,混種狗,大,,無,臺南市動物之家-善化站,B區-B16,http://asms.wsn.com.tw/TN/Upload/S040428-02/18F73ED5738F4A3FAAA6EACAD2B07905.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2826&fn=Photo&tn=SheltersReco
W040429-02,104年04月29日,安平區  漁光里漁光島,本所捕獲,3-6月齡,母,黃,混種狗,中,,無,臺南市動物之家-灣裡站,DE-3-2,http://asms.wsn.com.tw/TN/Upload/W040429-02/1994231163B3427BA77FFE27558CA38F.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2811&fn=Photo&tn=SheltersReco
W040429-24,104年04月29日,關廟區  大仁路,本所捕獲,1-3 歲,母,黑,混種狗,中,,90013800051○○○○,臺南市動物之家-灣裡站,B-2,http://asms.wsn.com.tw/TN/Upload/W040429-24/614EE33972734CB6828C7E6FA945FE96.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2839&fn=Photo&tn=SheltersReco
W040429-19,104年04月29日,安南區  砂崙里青砂街一段572巷87弄32號,本所捕獲,1-3 歲,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,C-21,http://asms.wsn.com.tw/TN/Upload/W040429-19/F4091FF65206411684C4DE70BC835305.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2834&fn=Photo&tn=SheltersReco
W040429-15,104年04月29日,安南區  城西里三段,本所捕獲,1-3 歲,母,黑背虎班,混種狗,中,,無,臺南市動物之家-灣裡站,DB-2,http://asms.wsn.com.tw/TN/Upload/W040429-15/B96A2A68818C42EA8ABC002C827ECFCA.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2824&fn=Photo&tn=SheltersReco
W040429-08,104年04月29日,安南區  海冬李海東五街42號,本所捕獲,6月齡-1歲,母,黃,混種狗,中,,無,臺南市動物之家-灣裡站,A-18,http://asms.wsn.com.tw/TN/Upload/W040429-08/D0FD8D7054A147C298A1575EACC4C065.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2817&fn=Photo&tn=SheltersReco
w040429-16,104年04月29日,安南區  城西里三段,本所捕獲,6月齡-1歲,母,虎斑,混種狗,中,,無,臺南市動物之家-灣裡站,D-7,http://asms.wsn.com.tw/TN/Upload/w040429-16/6C76C3BD02B94CC8AE04803C44CD3F1D.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2825&fn=Photo&tn=SheltersReco
W040429-13,104年04月29日,安南區  城西里三段,本所捕獲,1-3 歲,公,虎斑,混種狗,中,,99000000002○○○○,臺南市動物之家-灣裡站,C-3,http://asms.wsn.com.tw/TN/Upload/W040429-13/6618643902C04CC987D054CD2F2E7F1E.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2822&fn=Photo&tn=SheltersReco
W040429-03,104年04月29日,安平區  漁光里漁光島,本所捕獲,1-3 歲,公,黃,混種狗,中,,無,臺南市動物之家-灣裡站,B-6,http://asms.wsn.com.tw/TN/Upload/W040429-03/5614B0BAFB32409FA02A7659C7B5C949.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2812&fn=Photo&tn=SheltersReco
W040429-38,104年04月29日,安南區  城西街2段,本所捕獲,3月齡以下,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,D-9,http://asms.wsn.com.tw/TN/Upload/W040429-38/058E5AD4D442450E92464F984E7379DD.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2844&fn=Photo&tn=SheltersReco
W040429-18,104年04月29日,安南區  城西里三段348號,本所捕獲,1-3 歲,母,黑白胸,混種狗,中,,無,臺南市動物之家-灣裡站,B-17,http://asms.wsn.com.tw/TN/Upload/W040429-18/1958591F84354CBAA681C68EB2147A3A.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2833&fn=Photo&tn=SheltersReco
S040429-02,104年04月29日,六甲區,本所捕獲,3-7歲,母,黑,混種狗,大,,無,臺南市動物之家-善化站,C區-C2,http://asms.wsn.com.tw/TN/Upload/S040429-02/0F2A36DA75324E6F9DFB90CE611AB153.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2850&fn=Photo&tn=SheltersReco
W040429-14,104年04月29日,安南區  城西里三段,本所捕獲,3-7歲,母,黑身黃腳,混種狗,中,,無,臺南市動物之家-灣裡站,C-21,http://asms.wsn.com.tw/TN/Upload/W040429-14/0C70FE82FF4D40778D701CB72A6F0FFF.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2823&fn=Photo&tn=SheltersReco
S040429-05,104年04月29日,後壁區,本所捕獲,1-3 歲,母,黃,混種狗,大,,無,臺南市動物之家-善化站,B區-B18,http://asms.wsn.com.tw/TN/Upload/S040429-05/330AE4A9C3E4468B8F09CEED2BBDDD6C.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2851&fn=Photo&tn=SheltersReco
S040430-01,104年04月30日,西港區,本所捕獲,3-7歲,公,黃,混種狗,大,,無,臺南市動物之家-善化站,C區-C7,http://asms.wsn.com.tw/TN/Upload/S040430-01/D2D6D71DF15C4E92969C9A3AE6357FBA.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2879&fn=Photo&tn=SheltersReco
W040430-08,104年04月30日,新化區  那拔里牧場路,本所捕獲,3月齡以下,母,黑黃腳,混種狗,中,,無,臺南市動物之家-灣裡站,D-3,http://asms.wsn.com.tw/TN/Upload/W040430-08/986C116636B448088AD5DEB63207146C.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2859&fn=Photo&tn=SheltersReco
S040430-05,104年04月30日,白河區,本所捕獲,1-3 歲,母,白,混種狗,大,,無,臺南市動物之家-善化站,B區-B1,http://asms.wsn.com.tw/TN/Upload/S040430-05/09D6F65B00FB4C6294B2CDDD92ED8A93.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2882&fn=Photo&tn=SheltersReco
w040430-06,104年04月30日,安南區  公親里公學路一段,本所捕獲,1-3 歲,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,B-19,http://asms.wsn.com.tw/TN/Upload/w040430-06/489D2BD1ECE841A0962B35E78C2C91B4.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2857&fn=Photo&tn=SheltersReco
S040430-04,104年04月30日,將軍區,本所捕獲,1-3 歲,母,黑,混種狗,大,,無,臺南市動物之家-善化站,B區-B10,http://asms.wsn.com.tw/TN/Upload/S040430-04/90E22E0B37934F04BA4C1571FBAA913E.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2881&fn=Photo&tn=SheltersReco
W040430-11,104年04月30日,歸仁區  南興里中山11街,本所捕獲,1-3 歲,公,黑,混種狗,中,,無,臺南市動物之家-灣裡站,D-5,http://asms.wsn.com.tw/TN/Upload/W040430-11/24255D3E7D6D45F1B4C7FCEFA09B32A2.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2862&fn=Photo&tn=SheltersReco
W04C043005,104年04月30日,仁德區  保仁路,民眾送交,1-3 歲,母,玳瑁,混種貓,小,,無,臺南市動物之家-灣裡站,CA-1-上層,http://asms.wsn.com.tw/TN/Upload/W04C043005/B77EC722D10643A496DD10D895AB89FA.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2873&fn=Photo&tn=SheltersReco
S040430-03,104年04月30日,將軍區,本所捕獲,3-7歲,公,白,混種狗,中,,無,臺南市動物之家-善化站,B區-B10,http://asms.wsn.com.tw/TN/Upload/S040430-03/FB91EF7B238844D198997E1BE848E939.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2880&fn=Photo&tn=SheltersReco
W040430-02,104年04月30日,安南區  城西里城西路三段,本所捕獲,3-7歲,公,虎斑,混種狗,中,,無,臺南市動物之家-灣裡站,A-11,http://asms.wsn.com.tw/TN/Upload/W040430-02/CC1FC8AEC04E44C2B402CD42FCBDC280.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2853&fn=Photo&tn=SheltersReco
W040430-12,104年04月30日,安南區  城西里城西街3段483號,本所捕獲,1-3 歲,公,棕,混種狗,中,,無,臺南市動物之家-灣裡站,A-8,http://asms.wsn.com.tw/TN/Upload/W040430-12/0AF1EDE6B8634AA68FA71617509B1639.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2863&fn=Photo&tn=SheltersReco
W040501-05,104年05月01日,七股區  七股區鹽埕里勝利路,本所捕獲,1-3 歲,公,虎斑,混種狗,中,,99000000002○○○○,臺南市動物之家-灣裡站,A-10,http://asms.wsn.com.tw/TN/Upload/W040501-05/9A4C1D00BBE646439ED12182F0FA1717.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2887&fn=Photo&tn=SheltersReco
鱉-1,104年05月01日,南區  南區金華路與建南路,本所捕獲,1-3 歲,公,灰綠,,小,,無,臺南市動物之家-灣裡站,鳥園-鳥園,http://asms.wsn.com.tw/TN/Upload/%e9%b1%89-1/B154A07BEDC94A2C88F5D1AA18F737F8.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2898&fn=Photo&tn=SheltersReco
W040501-07,104年05月01日,安南區  安南區北安路,民眾棄養,1-3 歲,公,黑黃,混種狗,大,,90013800051○○○○,臺南市動物之家-灣裡站,D-4,http://asms.wsn.com.tw/TN/Upload/W040501-07/892E5DDE678C429FAB2C16C8DA94A733.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2889&fn=Photo&tn=SheltersReco
W040502-02,104年05月02日,歸仁區  西埔里,民眾棄養,1-3 歲,公,黑,混種狗,中,,90013800051○○○○,臺南市動物之家-灣裡站,代養-代養-H,http://asms.wsn.com.tw/TN/Upload/W040502-02/2.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2900&fn=Photo&tn=SheltersReco
S040502-01,104年05月02日,善化區,民眾棄養,3月齡以下,公,黃白,混種狗,小,,99000000003○○○○,臺南市動物之家-善化站,H區-H11,http://asms.wsn.com.tw/TN/Upload/S040502-01/AD3CC97EA7F743DABC334287BD14D324.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2932&fn=Photo&tn=SheltersReco
S040504-01,104年05月04日,仁德區,本所捕獲,1-3 歲,母,黑,混種狗,中,,15809700102○○○○,臺南市動物之家-善化站,B區-B4,http://asms.wsn.com.tw/TN/Upload/S040504-01/609EDA77C212442F9413E7E914C6F107.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2933&fn=Photo&tn=SheltersReco
W040504-17,104年05月04日,關廟區  新光里,民眾棄養,1-3 歲,公,黑黃,混種狗,中,,90013800051○○○○,臺南市動物之家-灣裡站,D-2,http://asms.wsn.com.tw/TN/Upload/W040504-17/0504-17.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2920&fn=Photo&tn=SheltersReco
W040504-03,104年05月04日,安平區  海頭里古堡街118巷31號,本所捕獲,3-7歲,公,黃,混種狗,中,,無,臺南市動物之家-灣裡站,B-9,http://asms.wsn.com.tw/TN/Upload/W040504-03/6555CB03CF4A42408A23CADA06E87A81.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2906&fn=Photo&tn=SheltersReco
W040504-05,104年05月04日,東區  崇成里崇德14街,本所捕獲,3-7歲,公,虎斑,混種狗,中,,99000000002○○○○,臺南市動物之家-灣裡站,C-9,http://asms.wsn.com.tw/TN/Upload/W040504-05/917F39F699A04DAABDB815ECB27A8F91.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2908&fn=Photo&tn=SheltersReco
W040504-04,104年05月04日,安平區  海頭里古堡街118巷31號,本所捕獲,1-3 歲,公,虎班,混種狗,中,,無,臺南市動物之家-灣裡站,B-9,http://asms.wsn.com.tw/TN/Upload/W040504-04/1D82569B439940BF937A86287F4A83D3.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2907&fn=Photo&tn=SheltersReco
S040504-11,104年05月04日,柳營區,民眾送交,3月齡以下,公,花,混種狗,小,,無,臺南市動物之家-善化站,P區-P5,http://asms.wsn.com.tw/TN/Upload/S040504-11/A8E68CB9D1E44855B87B12114B15241F.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2935&fn=Photo&tn=SheltersReco
S040504-12,104年05月04日,柳營區,民眾送交,3月齡以下,公,黃,混種狗,小,,無,臺南市動物之家-善化站,P區-P4,http://asms.wsn.com.tw/TN/Upload/S040504-12/BB70D4A31E3E4F39BA02E9C465F1DBE5.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2936&fn=Photo&tn=SheltersReco
W040505-10,104年05月05日,永康區  三民里糖廠,本所捕獲,3-6月齡,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,D-9,http://asms.wsn.com.tw/TN/Upload/W040505-10/10.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2946&fn=Photo&tn=SheltersReco
W040505-30,104年05月05日,新化區  畜產試驗所,民眾送交,3月齡以下,公,黑棕,混種狗,中,,無,臺南市動物之家-灣裡站,DA-6-1,http://asms.wsn.com.tw/TN/Upload/W040505-30/AF850E4CFDCE4B0CBF6560435F8E16E0.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2966&fn=Photo&tn=SheltersReco
S040505-14,104年05月05日,新市區,本所捕獲,1-3 歲,母,黑,混種狗,大,,無,臺南市動物之家-善化站,C區-C8,http://asms.wsn.com.tw/TN/Upload/S040505-14/7905D398AE694A8C93C53A5EA62D00B4.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2972&fn=Photo&tn=SheltersReco
W040505-29,104年05月05日,安南區  淵西里,本所捕獲,3月齡以下,母,黑,混種狗,中,,無,臺南市動物之家-灣裡站,DA-5-2,http://asms.wsn.com.tw/TN/Upload/W040505-29/E903FBCE281F45D3A7C5CCE389236750.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2965&fn=Photo&tn=SheltersReco
W040505-17,104年05月05日,永康區  鹽洲里中正南路,本所捕獲,3-6月齡,公,米黃,混種狗,中,,無,臺南市動物之家-灣裡站,DE-5-1,http://asms.wsn.com.tw/TN/Upload/W040505-17/593891D17AC84306AA29194EFC6B1A34.JPG,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2953&fn=Photo&tn=SheltersReco
S040505-03,104年05月05日,官田區,本所捕獲,3-7歲,母,黑,混種狗,大,,無,臺南市動物之家-善化站,C區-C4,http://asms.wsn.com.tw/TN/Upload/S040505-03/9633E83A036C4F52AC745E18EB81EABE.jpg,http://asms.wsn.com.tw/TN/ieland/el_LoseDetail.aspx?ID=2971&fn=Photo&tn=SheltersReco
