收容編號,進所日期,捕獲鄉鎮市,進所原因,年齡,性別,毛色,品種,體型,絕育,晶片號碼,位置,籠舍,url,image_url
040801,104年04月08日,"燕巢區  安招里",本所捕獲,"1-3 歲",公,黑,混種狗,大,否,無,燕巢園區,公舍-公2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22677&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/040801/B7DA097D3BF145EFACB16CA70720ACA6.JPG
0404F4,104年04月04日,"阿蓮區  中正路",本所捕獲,7歲以上,公,黑,混種狗,大,否,無,壽山園區,醫務室-醫道4下,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22671&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0404F4/46D2EAA636DF46A58916CD7F4AF36E44.JPG
040913,104年04月09日,"茄萣區  建中街",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,燕巢園區,認養區-認14,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22709&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/040913/0968E1CF09C24B1AB819EF8D5B1C2BB5.JPG
040923,104年04月09日,"美濃區  自強路",本所捕獲,"1-3 歲",母,黑,混種狗,小,否,無,燕巢園區,哺乳區-哺3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22719&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/040923/D94D9450B6B54EEF9C1AAA9EAF4E1A7D.JPG
040701,104年04月07日,"旗山區  太平里",本所捕獲,"1-3 歲",母,虎斑,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22673&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/040701/64E6D16BE4C848F291D5C5D132E29134.JPG
0403F,104年04月03日,"左營區  P.H 備註:菜花",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,壽山園區,醫務室-醫道3下,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22707&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0403F/1198042B3E0B4FDA9537E740769B4938.JPG
040916,104年04月09日,"彌陀區  樂安路",本所捕獲,3月齡以下,母,虎斑,混種貓,大,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22712&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/040916/C8CB90EC621F449EAE0B94D205E9ED36.JPG
0409F4,104年04月09日,"左營區  A.H",本所捕獲,3-7歲,母,黑,混種狗,大,否,無,壽山園區,醫務室-醫道4下,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22724&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0409F4/1B23B1C5A00646EB8DDA02BB2F8C3352.JPG
0407A3,104年04月07日,"大寮區  長春街",本所捕獲,"1-3 歲",公,黃,混種狗,大,否,無,壽山園區,大犬舍-待3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22669&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0407A3/CB49B6B07F1C44C7A59B56DD2C075022.JPG
040201,104年04月02日,"燕巢區  鳳雄里",本所捕獲,"1-3 歲",母,虎斑,混種貓,大,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22642&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/040201/75F44858804746EEB6389AFBF2B2AAAB.JPG
040202,104年04月02日,"茄萣區  茄萣路一段",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,燕巢園區,母舍-母3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22646&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/040202/2FD47893C33F4085BC60BAE382F71C17.JPG
0402A15,104年04月02日,"左營區  軍區",民眾送交,"1-3 歲",母,黃,混種狗,大,否,無,壽山園區,大犬舍-待15,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22638&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0402A15/B650F8EC905D42AABA62A8C3932DEEA1.JPG
0402B6,104年04月02日,"鳳山區  國富路",民眾棄養,"1-3 歲",母,黃,混種狗,大,否,90013800046○○○○,壽山園區,領養區-領6,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22653&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0402B6/41276EB9CCBF4B73B3EECAF78E0907E8.JPG
040108,104年04月01日,"彌陀區  文安里",本所捕獲,3-7歲,母,黑,混種狗,大,否,無,燕巢園區,其他-送動物醫院,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22628&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/040108/C15E6D04455843CD82496C1B2F57BA37.JPG
040203,104年04月02日,"永安區  永安國小",本所捕獲,3-7歲,公,黑,混種狗,大,否,無,燕巢園區,公舍-公3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22649&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/040203/66E24278325640D6A0C99A6729018A66.JPG
0402A2,104年04月02日,"茄萣區  莒光路",本所捕獲,"1-3 歲",公,花,混種狗,大,否,無,壽山園區,大犬舍-待2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22644&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0402A2/90AC036A3D2545A19C48C417256CFC39.JPG
0402H2-3,104年04月02日,"茄萣區  莒光路",本所捕獲,3月齡以下,母,黃,混種狗,小,,無,壽山園區,大犬舍-幼2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22650&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0402H2-3/F047D98A24A64DC389DB35B8D8319CB1.JPG
033001,104年03月30日,"彌陀區  光和里",本所捕獲,3-7歲,母,黑,混種狗,大,否,無,燕巢園區,母舍-母3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22603&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/033001/3765529256534EA3AF245FD655D6D94D.JPG
0402A14,104年04月02日,"小港區  世全路",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,壽山園區,大犬舍-待14,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22641&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0402A14/371E6EE221F247688CB99EF312CEA6A8.JPG
0402A3,104年04月02日,"茄萣區  莒光路",本所捕獲,"1-3 歲",母,花,混種狗,大,否,無,壽山園區,大犬舍-待3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22645&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0402A3/0E15C6EC29CC4A77BAC4B92E1F08A308.JPG
0402H2-4,104年04月02日,"茄萣區  莒光路",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,壽山園區,大犬舍-幼2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22651&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0402H2-4/A6004E7679804109853578CD6D7F7058.JPG
0330A13,104年03月30日,"鳳山區  南進五街",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待13,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22611&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0330A13/2F35D810F9DB48C78A1B7602825C5B73.JPG
0330F2,104年03月30日,"左營區  博愛四路",民眾棄養,7歲以上,母,黑,混種狗,大,否,無,壽山園區,醫務室-醫道2下,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22601&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0330F2/264A2B558B7C4E2181BF92D5AF7C371D.JPG
0327A15-1,104年03月27日,"林園區  營區",民眾送交,"1-3 歲",母,黃,混種狗,中,否,無,壽山園區,大犬舍-待15,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22561&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0327A15-1/3304AA64A40B49BB91967E929D621C0B.JPG
0327A9,104年03月27日,"楠梓區  後勁西路",本所捕獲,"1-3 歲",公,黑,混種狗,大,否,無,壽山園區,大犬舍-待9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22576&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0327A9/30E94ECBAC4B49F89926B57FAB208C5F.JPG
032602,104年03月26日,"大社區  大吉路",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,哺乳區-哺3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22535&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032602/7B96B26048274B769E5ABE6467A8CD4C.JPG
0330G1,104年03月30日,"鼓山區  平川街 備註:兇",民眾棄養,3-7歲,公,黃,吉娃娃,中,否,無,壽山園區,大犬舍-哺1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22597&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0330G1/FD95B8F9B6E84AEDB8A4359F2D872575.JPG
0327A3-1,104年03月27日,"大樹區  久堂路",本所捕獲,3-7歲,公,棕,混種狗,大,否,無,壽山園區,大犬舍-待3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22577&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0327A3-1/29C1C2A47B194EFDABADA23CD83423DB.JPG
0327B1-4-3,104年03月27日,"鼓山區  鼓山三路",民眾送交,3-6月齡,母,黑,混種狗,小,否,無,壽山園區,小木屋-領1-4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22565&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0327B1-4-3/5D87C4FA8DFA431EA29ADC7676F52D15.JPG
032603,104年03月26日,"茄萣區  尚禮街",本所捕獲,"1-3 歲",母,黑,混種狗,中,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22536&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032603/7B32E9B6A1CE4394892B4A5A11FB9BC8.JPG
032708,104年03月27日,"大社區  三民路 棄因",民眾棄養,3-7歲,公,黑,混種狗,大,否,無,燕巢園區,哺乳區-哺1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22593&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032708/993FB7660F174F5CA2B50C70EAF8174E.JPG
0327A3-2,104年03月27日,"大樹區  安樂巷",本所捕獲,3-7歲,公,虎斑,混種狗,大,否,無,壽山園區,大犬舍-待3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22578&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0327A3-2/40061254392347F499AAD6656A96F287.JPG
0327J3,104年03月27日,"旗津區  中洲三路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,熟區-熟3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22568&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0327J3/13F1A146B9DE40D8B41F97D52CAC5482.JPG
032604,104年03月26日,"橋頭區  中油",本所捕獲,"1-3 歲",母,黃,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22537&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032604/EAD5FF4A5F22445AB76ED158CE244B41.JPG
032605,104年03月26日,"路竹區  社西里",本所捕獲,"1-3 歲",母,黑,混種狗,中,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22538&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032605/32E63DB906E5452C9E9EFC3053719A68.JPG
0326F1,104年03月26日,"左營區  店仔頂街 備註:皮膚病",民眾棄養,7歲以上,母,花,混種狗,大,否,0001EE○○○○,壽山園區,醫務室-醫內1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22531&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0326F1/8A4DD492D41C4E0FAEF8973A028329FE.JPG
0326G5-3,104年03月26日,"前鎮區  明道六街",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,大犬舍-哺5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22547&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0326G5-3/0F633724C6914A5A97F94270B7F14E2A.JPG
032511,104年03月25日,"岡山區  大莊路",本所捕獲,3-6月齡,母,白,混種狗,小,否,無,燕巢園區,運動場-運3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22522&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032511/837BB7AD9BAD4FB2B6D9A1211B51DD7C.JPG
032606,104年03月26日,"橋頭區  中油",本所捕獲,3-7歲,公,黃,混種狗,大,否,無,燕巢園區,公舍-公1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22539&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032606/6EA0CD9D5A294A6C85D48B85B28E2722.JPG
0326G5,104年03月26日,"前鎮區  明道六街",本所捕獲,3-7歲,母,黑,混種狗,大,否,無,壽山園區,大犬舍-哺5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22544&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0326G5/857E9E77ED3344A299189AF87F1C4EF7.JPG
0326G5-5,104年03月26日,"前鎮區  明道六街",本所捕獲,3月齡以下,公,棕,混種狗,小,否,無,壽山園區,大犬舍-哺5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22549&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0326G5-5/72F11F2655C2487892E60AB2FA41F383.JPG
0325Q4,104年03月25日,"鳳山區  福德路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,保區-保4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22513&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0325Q4/EA6EE15E0E974E15BE3D9631FC966903.JPG
032607,104年03月26日,"梓官區  同安里",本所捕獲,3-7歲,公,黑,混種狗,大,否,無,燕巢園區,公舍-公1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22540&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032607/6F841C9D373E432A91D948E5D6A71985.JPG
0326G5-1,104年03月26日,"前鎮區  明道六街",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,大犬舍-哺5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22545&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0326G5-1/7C217B19A7044F79B1C17C91376C6D0C.JPG
032505,104年03月25日,"燕巢區  尖山里",本所捕獲,"1-3 歲",公,黃,混種狗,大,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22516&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032505/8F80050F2F6742BD9A98F99F0436D49D.JPG
032405,104年03月24日,"永安區  保興三路",本所捕獲,"1-3 歲",公,黑,混種狗,大,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22483&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032405/7A28AEF791C64221AF1B455564B8AD82.JPG
032414,104年03月24日,"大社區  大新路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,哺乳區-哺2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22492&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032414/D541694BC6104F388536FF9F2E7D9B12.JPG
0324A15,104年03月24日,"大樹區  溪埔路",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待15,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22462&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0324A15/32BADEA07CB54068A44EC0303A964F41.JPG
032301,104年03月23日,"燕巢區  尖山里",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22454&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032301/3E27C0E820AD4AD2A438E631E0A8EE4A.JPG
0320A15,104年03月20日,"大寮區  建業路",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待15,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22428&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0320A15/EB3D1417A2084B908316D86242B540A1.JPG
032415,104年03月24日,"梓官區  同安里",本所捕獲,3-7歲,母,黑,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22493&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032415/AE077FE9DA834C99A92FABC46571CF52.JPG
0324A20,104年03月24日,"左營區  軍區",民眾送交,"1-3 歲",母,黑,混種狗,大,否,無,壽山園區,大犬舍-待20,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22472&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0324A20/0EA9BAE928174E16BE95C89F70F4BB1F.JPG
0320A13-1,104年03月20日,"鳥松區  松竹街",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,壽山園區,大犬舍-待13,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22434&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0320A13-1/C08D5899A5384B098FBCAD06129F9CBC.JPG
0320H1,104年03月20日,"左營區  軍區",民眾送交,3-6月齡,公,黃,混種狗,小,否,無,壽山園區,大犬舍-幼1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22431&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0320H1/1208536A306544B3BB28656E43A46321.JPG
032420,104年03月24日,"燕巢區  大成路",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,燕巢園區,運動場-運3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22498&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/032420/A645A0845F404B3589068CEF7CEF73D4.JPG
0324B1-3-2,104年03月24日,"鳳山區  光明路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,小木屋-領1-3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22482&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0324B1-3-2/3FF99BB7817B4A2287C97972071EDAA2.JPG
0320A14,104年03月20日,"鳥松區  松竹街",本所捕獲,"1-3 歲",母,黑,混種狗,大,,無,壽山園區,大犬舍-待14,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22433&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0320A14/E4BD7627CBC54E9BA4EC549BF3161BA6.JPG
031902,104年03月19日,"燕巢區  深中路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,燕巢園區,幼犬舍-幼2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22401&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031902/3A8EB60B22EB492697B1A22FDFBCA701.JPG
0319F,104年03月19日,"楠梓區  加工出口區",本所捕獲,"1-3 歲",公,黑,混種狗,大,否,無,壽山園區,醫務室-醫道1下,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22417&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0319F/076DEF1FED434EF582C44D3CEE5CA5A7.JPG
031802,104年03月18日,"燕巢區  尖山里",本所捕獲,"1-3 歲",母,棕,混種狗,大,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22392&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031802/2DA8CF627326464FB6F66F7CB36F1E95.JPG
031601,104年03月16日,"旗山區  泰山一巷",本所捕獲,3月齡以下,公,棕,混種狗,小,否,無,燕巢園區,認養區-認15,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22354&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031601/B9415D98B6F9423CA53832488BD8C0D0.JPG
031606,104年03月16日,"岡山區  灣內里",本所捕獲,3-7歲,公,黃,混種狗,大,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22359&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031606/031606.JPG
0319H3,104年03月19日,"大寮區  溪寮路",本所捕獲,3-7歲,母,黑,混種狗,大,否,無,壽山園區,大犬舍-幼3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22419&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0319H3/395E679A96104D4DA116156359BB4057.JPG
031709,104年03月17日,"燕巢區  尖山里",本所捕獲,"1-3 歲",公,黑,混種狗,大,否,無,燕巢園區,隔離區-隔9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22386&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031709/4940C24FF8F44676960799BAF596DDE7.JPG
031602,104年03月16日,"旗山區  泰山一巷",本所捕獲,3月齡以下,公,棕,混種狗,小,否,無,燕巢園區,認養區-認15,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22355&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031602/266E303BE5B04A17ABDF5004C9497BC5.JPG
031607,104年03月16日,"岡山區  灣內里",本所捕獲,3-7歲,公,黃,混種狗,大,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22360&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031607/031607.JPG
0319Q7-1,104年03月19日,"旗津區  中洲三路",本所捕獲,3月齡以下,公,棕,混種狗,小,否,無,壽山園區,保區-保7,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22408&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0319Q7-1/C8E90C75CFB34E6FA3161DE9624C6FCC.JPG
0317A15,104年03月17日,"前鎮區  和義街",民眾送交,"1-3 歲",母,黑,混種狗,大,否,無,壽山園區,大犬舍-待15,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22381&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0317A15/6D683528D70F49089A13722444779A34.JPG
031603,104年03月16日,"旗山區  泰山一巷",本所捕獲,3月齡以下,公,棕,混種狗,小,否,無,燕巢園區,認養區-認15,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22356&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031603/64DC9A98B46C45E9B5247C22CFC94951.JPG
031608,104年03月16日,"岡山區  灣內里",本所捕獲,3-7歲,母,花,混種狗,大,否,無,燕巢園區,其他-回壽山,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22361&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031608/B76D5783B1364D46946DF86D79527CC7.JPG
031407,104年03月14日,"燕巢區  深水里",民眾送交,3-7歲,母,花,混種狗,中,否,無,燕巢園區,母舍-母4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22345&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031407/B18EEE616D224DC4A1FD11D82382F54F.JPG
0313A3,104年03月13日,"左營區  軍區",民眾送交,3-6月齡,母,黃,混種狗,中,否,無,壽山園區,大犬舍-待3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22322&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0313A3/C40421C09A7947DFA55C5DB1E8B0AD01.JPG
031205,104年03月12日,"旗山區  三協里",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,燕巢園區,幼犬舍-幼3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22286&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031205/AD3DA950E7694A08A28182EEFDEE9A5C.JPG
031211,104年03月12日,"美濃區  吉洋里",本所捕獲,3-6月齡,母,黑,混種狗,中,否,無,燕巢園區,運動場-運3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22292&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031211/B37C5A4F3959499A857A293AD7ED5FBF.JPG
0314H1,104年03月14日,"小港區  松崗路",民眾棄養,3-6月齡,公,黃,混種狗,小,,無,壽山園區,大犬舍-幼1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22336&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0314H1/0D20CAF9170C408FB8E1B285495A352E.JPG
0313H1-1,104年03月13日,"小港區  長榮海運",本所捕獲,3月齡以下,公,黃,混種狗,小,否,無,壽山園區,大犬舍-幼1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22305&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0313H1-1/C83E9F221FC7409594DDDE676C93219C.JPG
031206,104年03月12日,"旗山區  三協里",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,幼犬舍-幼3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22287&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031206/B6858A57A0814FB6ABEB1F31F365DBF0.JPG
031214,104年03月12日,"燕巢區  深水里",本所捕獲,3-7歲,公,黑,混種狗,大,否,無,燕巢園區,公舍-公1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=22295&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/031214/AB57D9FF22394E068A164A60B32D96A5.JPG
